"","playerShort","player","club","leagueCountry","birthday","height","weight","position","games","victories","ties","defeats","goals","yellowCards","yellowReds","redCards","photoID","rater1","rater2","refNum","refCountry","Alpha_3","meanIAT","nIAT","seIAT","meanExp","nExp","seExp","avrate","age","cards"
"2556","carl-medjani","Carl Medjani","AC Ajaccio","France",1985-05-15,184,84,"Back",4,1,1,2,0,0,0,1,"13365.jpg",0.5,0.5,3080,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.5,27.65205,"1"
"2557","sebastian-fernandez","Sebastián Fernández","Málaga CF","Spain",1985-05-23,168,69,"Front",5,1,0,4,1,0,0,1,"75142.jpg",0,0,705,"49","ARG",0.3794218,1038,0.000402668,0.6329879,1158,0.002095841,0,27.63014,"1"
"2558","juanfran"," Juanfran","Levante UD","Spain",1976-07-15,183,78,"Back",12,4,4,4,0,2,0,1,"1388.jpg",0.5,0.25,139,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,36.49041,"1"
"2559","tolgay-arslan","Tolgay Arslan","Hamburger SV","Germany",1990-08-16,180,77,"Middle",5,2,2,1,0,2,0,1,"97803.jpg",0.25,0.25,1811,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,22.39452,"1"
"2560","hrvoje-cale","Hrvoje Čale","VfL Wolfsburg","Germany",1985-03-04,184,74,"Back",2,0,1,1,0,0,0,1,"15764.jpg",0,0.25,680,"58","BEL",0.3627198,3219,0.0001277387,0.5687854,3351,0.0005746416,0.125,27.84932,"1"
"2561","makoto-hasebe","Makoto Hasebe","VfL Wolfsburg","Germany",1984-01-18,180,72,"Middle",6,2,1,3,0,2,0,1,"46014.jpg",0.25,0.25,899,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,28.97534,"1"
"2562","carlos-kameni","Carlos Kameni","Málaga CF","Spain",1984-02-18,184,78,"Goalkeeper",12,4,2,6,0,2,0,1,"1433.jpg",1,1,641,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,1,28.89041,"1"
"2563","aykut-oezer","Aykut Özer","Eintracht Frankfurt","Germany",1993-01-01,189,80,"Goalkeeper",2,1,0,1,0,0,0,1,"170564.jpg",0,0,1836,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,20.0137,"1"
"2564","jonathan-viera"," Jonathan Viera","Valencia CF","Spain",1989-10-21,171,65,"Front",4,2,2,0,3,0,0,1,"172166.jpg",0.25,0.5,2639,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,23.2137,"1"
"2565","zlatan-ibrahimovic","Zlatan Ibrahimović","Paris Saint-Germain","France",1981-10-03,192,84,"Front",5,4,1,0,5,1,0,1,"1274.jpg",0.25,0.25,492,"48","ITA",0.3861742,1761,0.0002319603,0.5298153,1895,0.001091168,0.25,31.26849,"1"
"2566","james-tomkins","James Tomkins","West Ham United","England",1989-03-29,191,74,"Back",11,2,3,6,1,1,0,1,"110150.jpg",0,0,2398,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,23.77808,"1"
"2567","branislav-ivanovic","Branislav Ivanović","Chelsea FC","England",1984-02-22,182,78,"Back",10,4,3,3,1,2,0,1,"21890.jpg",0,0,1627,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,28.87945,"1"
"2568","albelda"," Albelda","Valencia CF","Spain",1977-09-01,181,77,"Middle",4,0,2,2,0,1,0,1,"1395.jpg",0.25,0.25,963,"58","BEL",0.3627198,3219,0.0001277387,0.5687854,3351,0.0005746416,0.25,35.3589,"1"
"2569","alberto-botia"," Alberto Botía","Sevilla FC","Spain",1989-01-27,186,82,"Back",9,3,4,2,1,4,0,1,"143593.jpg",0,0.25,1349,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.125,23.94521,"1"
"2570","jamie-carragher","Jamie Carragher","Liverpool FC","England",1978-01-28,185,83,"Back",32,18,6,8,0,3,0,1,"2753.jpg",0.25,0.25,2085,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,34.95068,"1"
"2571","cyril-jeunechamp","Cyril Jeunechamp","Montpellier HSC","France",1975-12-18,177,68,"Back",15,6,4,5,0,3,0,1,"11322.jpg",0,0,1073,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0,37.06575,"1"
"2572","sebastian-kehl","Sebastian Kehl","Borussia Dortmund","Germany",1980-02-13,188,80,"Middle",2,1,0,1,0,0,0,1,"227.jpg",0,0,1566,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,32.90685,"1"
"2573","emanuel-pogatetz","Emanuel Pogatetz","VfL Wolfsburg","Germany",1983-01-16,189,90,"Back",4,0,1,3,0,0,0,1,"980.jpg",0.25,0.25,194,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,29.98082,"1"
"2574","julio-cesar_4"," Júlio César","Queens Park Rangers","England",1979-09-03,186,79,"Goalkeeper",15,11,0,4,0,0,0,1,"22961.jpg",0,0.25,828,"48","ITA",0.3861742,1761,0.0002319603,0.5298153,1895,0.001091168,0.125,33.35342,"1"
"2575","moritz-leitner","Moritz Leitner","Borussia Dortmund","Germany",1992-12-08,176,66,"Middle",1,0,1,0,0,0,0,1,"169742.jpg",0.25,0.25,493,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,20.07945,"1"
"2576","milorad-pekovic","Milorad Peković","SpVgg Greuther Fürth","Germany",1977-08-05,189,88,"Middle",11,7,3,1,1,2,1,1,"2225.jpg",0,0.25,2385,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.125,35.43288,"1"
"2577","capdevila"," Capdevila","Espanyol Barcelona","Spain",1978-02-03,182,79,"Back",3,2,1,0,1,0,0,1,"2644.jpg",0.25,0.25,2554,"48","ITA",0.3861742,1761,0.0002319603,0.5298153,1895,0.001091168,0.25,34.93425,"1"
"2578","chris"," Chris","1899 Hoffenheim","Germany",1978-08-25,185,79,"Back",5,1,1,3,0,2,0,1,"7897.jpg",0.25,0.25,1114,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,34.37808,"1"
"2579","thiago-motta"," Thiago Motta","Paris Saint-Germain","France",1982-08-28,186,75,"Middle",4,2,1,1,1,2,0,1,"3588.jpg",0.25,0.25,548,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,30.36712,"1"
"2580","mladen-petric","Mladen Petrić","Fulham FC","England",1981-01-01,185,81,"Front",9,3,2,4,4,1,0,1,"8466.jpg",0,0,2902,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,32.02192,"1"
"2581","oliver-fink","Oliver Fink","Fortuna Düsseldorf","Germany",1982-06-06,187,80,"Middle",14,5,5,4,1,1,0,1,"10984.jpg",0,0.25,2940,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.125,30.59452,"1"
"2582","granero_2"," Granero","Queens Park Rangers","England",1987-07-02,179,77,"Middle",10,5,2,3,2,3,0,1,"46516.jpg",0,0,468,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,25.52055,"1"
"2583","loic-remy","Loïc Rémy","Olympique Marseille","France",1987-01-02,184,66,"Front",3,1,2,0,2,1,0,1,"60737.jpg",0.5,0.75,848,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.625,26.01644,"1"
"2584","nikolce-noveski","Nikolče Noveski","1. FSV Mainz 05","Germany",1979-04-28,190,87,"Back",21,10,0,11,0,3,1,1,"8781.jpg",0.25,0.25,2902,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,33.70411,"1"
"2585","karim-haggui","Karim Haggui","Hannover 96","Germany",1984-01-20,190,86,"Back",1,1,0,0,0,0,0,1,"18797.jpg",0.25,0.25,1730,"65","ISR",0.3794235,925,0.0004637532,0.559375,960,0.001927212,0.25,28.96986,"1"
"2586","marc-bertran"," Marc Bertrán","CA Osasuna","Spain",1982-05-22,181,78,"Back",5,1,1,3,0,1,0,1,"12396.jpg",0,0,279,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,30.63562,"1"
"2587","andriy-voronin","Andriy Voronin","Fortuna Düsseldorf","Germany",1979-07-21,174,81,"Front",3,0,1,2,0,0,0,1,"890.jpg",0,0,2022,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,33.47397,"1"
"2588","jaime_11"," Jaime","Real Valladolid","Spain",1980-12-10,188,80,"Goalkeeper",3,1,1,1,0,0,0,1,"44269.jpg",0,0,913,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,32.08219,"1"
"2589","robin-van-persie","Robin van Persie","Manchester United","England",1983-08-06,183,71,"Front",2,2,0,0,0,1,0,1,"3742.jpg",0.25,0.25,1105,"22","POL",0.3699575,1021,0.0004122905,0.8312679,1049,0.002033591,0.25,29.4274,"1"
"2590","ludovic-obraniak","Ludovic Obraniak","Girondins Bordeaux","France",1984-11-10,171,68,"Middle",2,1,1,0,0,0,0,1,"11659.jpg",0.25,0.25,1663,"111","ISL",0.3785805,332,0.001190975,0.5316092,348,0.004260095,0.25,28.16164,"1"
"2591","sejad-salihovic","Sejad Salihović","1899 Hoffenheim","Germany",1984-10-08,180,81,"Middle",8,5,3,0,4,1,0,1,"23236.jpg",0.25,0.25,1931,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,28.25205,"1"
"2592","miguel-torres"," Miguel Torres","Getafe CF","Spain",1986-01-28,184,76,"Back",8,7,1,0,0,1,0,1,"62119.jpg",0.25,0.25,804,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,26.94521,"1"
"2593","ludovic-obraniak","Ludovic Obraniak","Girondins Bordeaux","France",1984-11-10,171,68,"Middle",9,3,2,4,1,4,0,1,"11659.jpg",0.25,0.25,1358,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,28.16164,"1"
"2594","david-abraham","David Abraham","Getafe CF","Spain",1986-07-15,187,85,"Back",8,6,1,1,1,0,0,1,"68813.jpg",0,0,612,"32","CHE",0.3453052,1886,0.0002192564,0.377193,1938,0.0008229713,0,26.48493,"1"
"2595","nando-rafael"," Nando Rafael","Fortuna Düsseldorf","Germany",1984-01-10,180,82,"Front",6,2,1,3,0,0,0,1,"3434.jpg",1,1,757,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,1,28.99726,"1"
"2596","souleymane-diawara","Souleymane Diawara","Olympique Marseille","France",1978-12-24,185,74,"Back",12,3,4,5,0,2,0,1,"11454.jpg",1,1,373,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,1,34.04658,"1"
"2597","jason-roberts","Jason Roberts","Reading FC","England",1978-01-25,186,89,"Front",6,3,1,2,3,0,0,1,"14005.jpg",0.75,0.75,233,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.75,34.9589,"1"
"2598","leon-barnett","Leon Barnett","Norwich City","England",1985-11-30,186,71,"Back",2,2,0,0,1,0,0,1,"42584.jpg",1,1,551,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,1,27.10685,"1"
"2599","david-rozehnal","David Rozehnal","Lille OSC","France",1980-07-05,199,77,"Back",4,0,2,2,0,1,0,1,"10730.jpg",0.25,0.25,1811,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,32.51507,"1"
"2600","diego-alves"," Diego Alves","Valencia CF","Spain",1985-06-24,188,85,"Goalkeeper",7,2,3,2,0,0,0,1,"73068.jpg",0.25,0.5,1505,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,27.54247,"1"
"2601","kieron-dyer","Kieron Dyer","Queens Park Rangers","England",1978-12-29,171,65,"Middle",15,5,4,6,1,1,0,1,"1756.jpg",0.25,0.25,2803,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,34.03288,"1"
"2602","richard-strebinger","Richard Strebinger","Werder Bremen","Germany",1993-02-14,194,90,"Goalkeeper",3,0,0,3,0,0,0,1,"170281.jpg",0,0,972,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,19.89315,"1"
"2603","emmanuel-adebayor","Emmanuel Adebayor","Tottenham Hotspur","England",1984-02-26,190,75,"Front",4,1,3,0,1,0,0,1,"11663.jpg",1,1,67,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,1,28.86849,"1"
"2604","aranzubia"," Aranzubía","Deportivo La Coruña","Spain",1979-09-18,184,80,"Goalkeeper",15,7,4,4,0,1,0,1,"12202.jpg",0,0,1572,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,33.31233,"1"
"2605","movilla"," Movilla","Real Zaragoza","Spain",1975-02-08,171,70,"Middle",16,7,3,6,1,1,0,1,"12252.jpg",0.25,0.25,804,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,37.92329,"1"
"2606","antonio-lopez_2"," Antonio López","RCD Mallorca","Spain",1981-09-13,176,74,"Back",10,4,1,5,0,1,0,1,"12287.jpg",0.25,0.25,2063,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,31.32329,"1"
"2607","axel-bellinghausen","Axel Bellinghausen","Fortuna Düsseldorf","Germany",1983-05-17,182,76,"Middle",10,4,2,4,0,3,0,1,"23221.jpg",0,0,2370,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,29.64932,"1"
"2608","jerome-boateng","Jérôme Boateng","Bayern München","Germany",1988-09-03,192,90,"Back",15,7,3,5,0,8,0,1,"44728.jpg",0.75,0.75,1811,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.75,24.34521,"1"
"2609","mesut-oezil","Mesut Özil","Real Madrid","Spain",1988-10-15,183,76,"Middle",3,2,1,0,0,0,0,1,"43165.jpg",0,0.25,681,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.125,24.23014,"1"
"2610","luiz-gustavo"," Luiz Gustavo","Bayern München","Germany",1987-07-23,187,80,"Middle",6,5,0,1,1,2,0,1,"93809.jpg",0.75,0.75,1852,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.75,25.46301,"1"
"2611","alberto-botia"," Alberto Botía","Sevilla FC","Spain",1989-01-27,186,82,"Back",4,3,0,1,0,1,0,1,"143593.jpg",0,0.25,1356,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.125,23.94521,"1"
"2612","gary-cahill","Gary Cahill","Chelsea FC","England",1985-12-19,188,71,"Back",4,2,0,2,0,0,0,1,"32973.jpg",0.25,0.25,1094,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,27.05479,"1"
"2613","jason-roberts","Jason Roberts","Reading FC","England",1978-01-25,186,89,"Front",22,11,6,5,8,3,0,1,"14005.jpg",0.75,0.75,2080,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.75,34.9589,"1"
"2614","matthieu-delpierre","Matthieu Delpierre","1899 Hoffenheim","Germany",1981-04-26,193,86,"Back",15,3,6,6,1,6,0,1,"11549.jpg",0.25,0.25,756,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,31.70685,"1"
"2615","frederic-piquionne","Frédéric Piquionne","West Ham United","England",1978-12-08,188,77,"Front",2,1,0,1,0,0,0,1,"11329.jpg",0.5,0.5,2568,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.5,34.09041,"1"
"2616","lionel-cappone","Lionel Cappone","Stade Brest","France",1979-02-08,182,74,"Goalkeeper",4,2,0,2,0,0,0,1,"52329.jpg",0.25,0.25,3077,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,33.92055,"1"
"2617","brandao"," Brandão","AS Saint-Étienne","France",1980-06-16,189,78,"Front",1,0,1,0,0,1,0,1,"13405.jpg",0.5,0.5,2231,"70","UKR",0.4156717,192,0.002141582,1.284314,204,0.01149102,0.5,32.56712,"1"
"2618","karim-haggui","Karim Haggui","Hannover 96","Germany",1984-01-20,190,86,"Back",16,7,3,6,1,3,0,1,"18797.jpg",0.25,0.25,756,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,28.96986,"1"
"2619","georg-niedermeier","Georg Niedermeier","VfB Stuttgart","Germany",1986-02-26,188,74,"Back",6,1,2,3,0,2,0,1,"17119.jpg",0,0,2042,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,26.86575,"1"
"2620","matthew-upson","Matthew Upson","Stoke City","England",1979-04-18,185,72,"Back",2,1,0,1,1,0,0,1,"2603.jpg",0,0.25,1842,"22","POL",0.3699575,1021,0.0004122905,0.8312679,1049,0.002033591,0.125,33.73151,"1"
"2621","christian-benteke","Christian Benteke","Aston Villa","England",1990-12-03,190,83,"Front",4,1,0,3,1,0,0,1,"107544.jpg",0.75,0.75,2681,"58","BEL",0.3627198,3219,0.0001277387,0.5687854,3351,0.0005746416,0.75,22.09589,"1"
"2622","romaric"," Romaric","Real Zaragoza","Spain",1983-06-04,187,88,"Middle",5,2,1,2,1,1,0,1,"22652.jpg",0.75,0.75,367,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.75,29.6,"1"
"2623","ross-turnbull","Ross Turnbull","Chelsea FC","England",1985-01-04,193,85,"Goalkeeper",5,3,1,1,0,0,0,1,"48740.jpg",0,0,1706,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,28.01096,"1"
"2624","karim-haggui","Karim Haggui","Hannover 96","Germany",1984-01-20,190,86,"Back",3,1,0,2,0,0,0,1,"18797.jpg",0.25,0.25,1937,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,28.96986,"1"
"2625","xabi-prieto"," Xabi Prieto","Real Sociedad","Spain",1983-08-29,186,76,"Middle",2,1,0,1,0,0,0,1,"17300.jpg",0.25,0.25,611,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,29.36438,"1"
"2626","benoit-assou-ekotto","Benoît Assou-Ekotto","Tottenham Hotspur","England",1984-03-24,180,69,"Back",5,3,2,0,0,0,0,1,"20607.jpg",0.5,0.5,586,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.5,28.79452,"1"
"2627","nelson-oliveira_2"," Nélson Oliveira","Deportivo La Coruña","Spain",1991-08-08,184,75,"Front",3,0,3,0,1,0,0,1,"161443.jpg",0.25,0.5,559,"72","PRT",0.3968031,1079,0.000391945,0.7903657,1121,0.001797558,0.375,21.41644,"1"
"2628","robin-van-persie","Robin van Persie","Manchester United","England",1983-08-06,183,71,"Front",11,5,3,3,4,3,0,1,"3742.jpg",0.25,0.25,2530,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,29.4274,"1"
"2629","emiliano-armenteros","Emiliano Armenteros","CA Osasuna","Spain",1986-01-18,179,78,"Middle",8,2,3,3,0,0,0,1,"68824.jpg",0.5,0.5,1536,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.5,26.9726,"1"
"2630","per-mertesacker","Per Mertesacker","Arsenal FC","England",1984-09-29,198,85,"Back",11,5,3,3,0,0,0,1,"11758.jpg",0,0,1195,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,28.27671,"1"
"2631","calatayud"," Calatayud","RCD Mallorca","Spain",1979-12-21,191,88,"Goalkeeper",4,1,0,3,0,0,0,1,"12408.jpg",0,0,1522,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,33.05479,"1"
"2632","sotirios-kyrgiakos","Sotirios Kyrgiakos","VfL Wolfsburg","Germany",1979-07-23,193,88,"Back",4,3,1,0,0,0,0,1,"8242.jpg",0.25,0.25,1931,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,33.46849,"1"
"2633","mikel-gonzalez"," Mikel González","Real Sociedad","Spain",1985-09-24,190,79,"Back",13,4,6,3,1,2,0,1,"39641.jpg",0,0.25,916,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.125,27.29041,"1"
"2634","jeremy-menez","Jérémy Ménez","Paris Saint-Germain","France",1987-05-07,182,73,"Front",1,0,0,1,0,0,0,1,"24093.jpg",0.25,0.25,1073,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,25.67397,"1"
"2635","nicolas-douchez","Nicolas Douchez","Paris Saint-Germain","France",1980-04-22,185,77,"Goalkeeper",12,3,5,4,0,0,0,1,"24094.jpg",0.25,0.25,2619,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,32.71781,"1"
"2636","raphael-holzhauser","Raphael Holzhauser","VfB Stuttgart","Germany",1993-02-16,193,85,"Middle",1,0,1,0,0,0,0,1,"136365.jpg",0,0.25,1156,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.125,19.88767,"1"
"2637","fabrice-ehret","Fabrice Ehret","Évian Thonon Gaillard","France",1979-09-28,184,73,"Middle",2,1,0,1,0,1,0,1,"11405.jpg",0,0.25,2246,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.125,33.28493,"1"
"2638","albelda"," Albelda","Valencia CF","Spain",1977-09-01,181,77,"Middle",13,4,5,4,0,6,0,1,"1395.jpg",0.25,0.25,916,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,35.3589,"1"
"2639","samir-nasri","Samir Nasri","Manchester City","England",1987-06-26,177,75,"Middle",9,5,2,2,0,1,0,1,"25673.jpg",0,0,2081,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,25.53699,"1"
"2640","benedikt-hoewedes","Benedikt Höwedes","FC Schalke 04","Germany",1988-02-29,187,80,"Back",3,1,0,2,0,0,0,1,"59387.jpg",0,0,347,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,24.85753,"1"
"2641","aranda"," Aranda","Real Zaragoza","Spain",1980-07-27,184,82,"Front",1,0,0,1,0,0,0,1,"12611.jpg",0.25,0.25,1534,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,32.45479,"1"
"2642","ezequiel-lavezzi","Ezequiel Lavezzi","Paris Saint-Germain","France",1985-05-03,173,71,"Front",3,0,1,2,1,0,0,1,"69169.jpg",0.25,0.25,1120,"49","ARG",0.3794218,1038,0.000402668,0.6329879,1158,0.002095841,0.25,27.68493,"1"
"2643","gonzalo-jara","Gonzalo Jara","West Bromwich Albion","England",1985-08-29,178,71,"Back",8,4,3,1,0,2,0,1,"50625.jpg",0.25,0.25,1482,"66","CHL",0.3475434,371,0.001162938,0.7068063,382,0.005957383,0.25,27.36164,"1"
"2644","renato-civelli","Renato Civelli","OGC Nice","France",1983-10-14,191,87,"Back",12,4,3,5,1,4,1,1,"44036.jpg",0,0,2700,"49","ARG",0.3794218,1038,0.000402668,0.6329879,1158,0.002095841,0,29.23836,"1"
"2645","frederic-piquionne","Frédéric Piquionne","West Ham United","England",1978-12-08,188,77,"Front",9,2,7,0,2,0,0,1,"11329.jpg",0.5,0.5,409,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.5,34.09041,"1"
"2646","oemer-toprak","Ömer Toprak","Bayer Leverkusen","Germany",1989-07-21,186,83,"Back",4,2,1,1,0,2,0,1,"79495.jpg",0.25,0.25,1811,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,23.46575,"1"
"2647","anthony-reveillere","Anthony Réveillère","Olympique Lyon","France",1979-11-10,180,77,"Back",12,7,3,2,0,1,0,1,"8128.jpg",0.25,0.25,2619,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,33.16712,"1"
"2648","sebastien-bassong","Sébastien Bassong","Norwich City","England",1986-07-09,187,84,"Back",8,5,2,1,0,0,0,1,"36822.jpg",1,1,2080,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,1,26.50137,"1"
"2649","ralf-faehrmann","Ralf Fährmann","FC Schalke 04","Germany",1988-09-27,196,93,"Goalkeeper",1,1,0,0,0,0,0,1,"73000.jpg",0,0,2842,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,24.27945,"1"
"2650","leo-franco","Leo Franco","Real Zaragoza","Spain",1977-05-20,188,79,"Goalkeeper",10,2,4,4,0,0,0,1,"12652.jpg",0,0,304,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,35.64384,"1"
"2651","alhassane-bangoura","Alhassane Bangoura","Rayo Vallecano","Spain",1992-09-30,174,68,"Middle",8,3,0,5,1,0,0,1,"183429.jpg",1,1,2356,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,1,20.26849,"1"
"2652","ever-banega","Éver Banega","Valencia CF","Spain",1988-06-29,174,71,"Middle",1,0,1,0,0,0,0,1,"68390.jpg",0.25,0,1942,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.125,24.52603,"1"
"2653","john-boye","John Boye","Stade Rennes","France",1987-04-23,184,69,"Back",3,0,1,2,0,0,0,1,"118532.jpg",0.75,1,2246,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.875,25.71233,"1"
"2654","ludovic-giuly","Ludovic Giuly","FC Lorient","France",1976-07-10,164,62,"Front",4,2,1,1,2,0,0,1,"11606.jpg",0.25,0.25,2176,"48","ITA",0.3861742,1761,0.0002319603,0.5298153,1895,0.001091168,0.25,36.50411,"1"
"2655","cyril-jeunechamp","Cyril Jeunechamp","Montpellier HSC","France",1975-12-18,177,68,"Back",1,0,0,1,0,0,0,1,"11322.jpg",0,0,1364,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0,37.06575,"1"
"2656","mohamed-sissoko","Mohamed Sissoko","Paris Saint-Germain","France",1985-01-22,191,81,"Middle",2,2,0,0,0,0,0,1,"11225.jpg",1,1,2417,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,1,27.96164,"1"
"2657","gonzalo-jara","Gonzalo Jara","West Bromwich Albion","England",1985-08-29,178,71,"Back",7,3,1,3,1,2,0,1,"50625.jpg",0.25,0.25,2028,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,27.36164,"1"
"2658","sereno"," Sereno","Real Valladolid","Spain",1985-05-18,188,78,"Back",2,0,0,2,0,0,0,1,"89088.jpg",0.25,0.25,2042,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,27.64384,"1"
"2659","nemanja-vidic","Nemanja Vidić","Manchester United","England",1981-10-21,188,82,"Back",13,9,2,2,1,1,0,1,"8813.jpg",0,0,77,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,31.21918,"1"
